Title,Description,Caller,Assignment group
not able create delivery for sto  ,not able create delivery for sto   could you please verify apo  please assing supply chain group ,jaeuqbvt orlhenfj,GRP_29
skype sound not working ,skype sound not working connected the user system using teamviewer installed the sound drivers restarted the gave uacyltoe hxgaycze call user able hear sound clearly issue resolved ,gcaktshf kpgfrotd,GRP_0
job job failed job scheduler      ,  job job failed job scheduler      ,bpctwhsn kzqsbmtp,GRP_9
unable connect vpn,unable connect vpn,xeucniqa dwpsevof,GRP_0
tax not calculated ,   trurthyuft  tax not calculated hello please note material has reached along with excise inwarehouse tool without vat r inwarehouse tools                 ,ikerxqwz prkyuitl,GRP_13
need configure emails the company iphone device,need configure emails the company iphone device,insbceoa czgpyrtb,GRP_0
erp queries,erp queries,esuizcrh nytvhmbq,GRP_0
unlocked erp sid ,unlocked erp sid ,slrgconp onukdesq,GRP_0
need full control access hostname  teams consigned inventory,need full control access hostname  teams consigned inventory,ncuwyeib plnzhxvc,GRP_34
unable end out email,emailed some steps awaiting uacyltoe hxgayczeing from nwfodmhc exurcwkm sent monday september    to shhkioaprhkuoash     engineering drawing tool automation shiv please see removing the names from your outlook cache fixes the issue do this please type the name the recipient you will find  next the name click it remove from the cache open new email and type out the complete email address and uacyltoe hxgaycze you are able send the email  ,peuckbvr tjihmgsv,GRP_0
i having issues delivering parts stock another plant the rqfhiong zkwfqagb has deliver plant plant ,i having issues delivering parts stock another plant the rqfhiong zkwfqagb has deliver plant plant but will not deliver there ext  summary having issues delivering parts stock another plant the rqfhiong zkwfqagb has deliver plant plant but will not deliver there ,ulmctsvi lbvrdika,GRP_45
could not hear user from other side ,could not hear user from other side phone issue ,efbwiadp dicafxhv,GRP_0
users are unable connect the network drives hostname ,users are unable connect the network drives hostname  the server also not reachable ,bdeplqyj fewovrcq,GRP_12
mobile device activation,   sab  die synchronisierung mit exchange activesync ist auf ihrem ger vor bergehend blockiert bis der zugriff vom administrator gew hrt wird importance high can you please activate mobile devise recieve emails my new business iphone ,puxsvfwr cwkjruni,GRP_0
job job failed job scheduler      ,  job job failed job scheduler      ,bpctwhsn kzqsbmtp,GRP_6
unable connect vpn,unable connect vpn,yzbqwpat fdjrctbu,GRP_19
mobile device activation ,mobile device activation ,feiozqbd uwljchaf,GRP_0
unable connect wireless the laptop,unable connect wireless the laptop,nouivdea boiypjvx,GRP_0
urgent  with reference ticket  inc ,uyjlodhq ymedkatw lghuiezj  has mapped the units departments  public and teams hostname incorrectly helped her mapping network drive correctly  inc but after reboot computer connecting back kkbsm instead hostname  she should have access drive drive and drive with this server hostname  name ekxw please help update login script for user sica pez rufo also user requested process this request soon possible her daily work getting hampered and its very urgent for her ,cxqldoub vkgpatsu,GRP_39
vpn access name  aidl user  thhyuokhkp,vpn access name  aidl ,yzbqwpat fdjrctbu,GRP_0
out office for least next months need password reset for the mails ,out office for least next months need password reset for the mails ,yawbtfjc krypjxnd,GRP_0
outlook not loading,outlook not loading,dqplrwoy cutpwjie,GRP_0
no response from other side  german call ,no response from other side  german call ,efbwiadp dicafxhv,GRP_0
removing another mail box from outlook,removing another mail box from outlook,rwhavckz drvxyihj,GRP_0
unable login skype,unable login skype,wpgxtnks opizcfle,GRP_0
erp help,   hello when try get to erp search and explorer analytics blank screen comes below are having problems ,anpocezt qturbxsg,GRP_9
need contact keyhtyvin toriaytun,need contact keyhtyvin toriaytun,ltqhgdbf qtgprmsh,GRP_0
unable launch outlook,unable launch outlook,bdgklrnj phwmkldy,GRP_0
erp customer ref not delivery,hoi view attached examples where the customer ref entered erp not printing delivery for sales org also printscreen from order wikfnmlwds wmtiruac attached this might also the case other sales org please also check         ,ugtzkvps crnmtjsv,GRP_13
please set field services collaboration platform page include collaboration platform meeting section you had explained,please set field services collaboration platform page include collaboration platform meeting section you had explained,glnfyoqe fexlisau,GRP_16
password manager error  failed log inn now m blocked  please reset,my phone  ,kzbrimwx dconpwbu,GRP_0
the printout shipament lable not working,name frafhyuo ajuyanni language browser microsoft internet explorer email  customer number telephone summary hello m frafhyuo ajuyanni from company italy when try create delivery pweaver ship the printout shipament lable not working for the italian shipmet works for others countries not working can you please give support ,dmqjhrso gzbunwie,GRP_0
no response from other side ,no response from other side ,efbwiadp dicafxhv,GRP_0
follow call  inplant ,follow call  inplant ,efbwiadp dicafxhv,GRP_0
wifi d conference room,   please investigate and repair the cause the weak wifi signal the d area used have full bars and for some reason is barley bars ,gdkiehbr kdithjsr,GRP_4
dual monitor issue ,dual monitor issue,myzprshf ojvgdcwb,GRP_0
need interaction password reset,need interaction password reset phone ,nqdyowsm yqerwtna,GRP_7
password management tool password manager  password reset help and query,password management tool password manager  password reset help and query,xjyuobma pzgqixlj,GRP_0
bei drucker papiertransport defekt,beim transport des druckerpapiers treten regelm igen abst nden einkerbungen auf papiereinzug defekt ,tczxaubk aupnwqoi,GRP_42
unable log to the mii system ,unable log to the mii system user authentication failed,gcdptqae angojbil,GRP_0
i issue,  from  usa has functioning ups systems  all switches servers are plugged into the wall  please ship two aerp shrugott tyhuellis usa facilities mgr  mailto  ,zwirhcol narzlmfw,GRP_3
reset passwords for robhyertyj duca using password management tool password reset ,the,acteiqdu bferalus,GRP_17
outlook not launching,outlook not launching,zylaexnv pvkzbduh,GRP_0
missing data bex productmanagement  urgent ,   hello data are dierppearing bex from productmanagement master found the reason anybody has changed the key figure name from sales revenue  total sales revenue addition there new key figure net value nobody informed about the change and the different  content the two key figures you immediately need change back all the reports won work now best ,uwofavej hxyatnjc,GRP_9
windows password reset,windows password reset,pschzfog hbzvkqjd,GRP_0
outlook issue ,   hello guys please can you help was advised change passwords password management tool manager and since have done this have had delay my mails per the below screenshot  ,iqmhjlwr jqmxaybi,GRP_0
active directory locked ,active directory locked ,kifmqeph srlzgbhw,GRP_0
mobile device activated ,mobile device activated ,ayktfvjr soghziec,GRP_0
in correct tax  rate inwarehouse tools ,   hello after implementation updation tax rate  through system   have come across instances wherein the system capturing different  tax rate for local sales  within karnataka  other than one recommended this connection attaching herewith  mail communication from  team request you look into this aspect it resulting into non compliance ,ikerxqwz prkyuitl,GRP_10
contractor locked out please unlock vvlahstyurr ad and erp sid ,a student working project with vinhytry and has reported that her passwords are longer working access data  assumption that she got her passwords mixed between and hana sid  and locked out one both please have look unlocking her account ,entuakhp xrnhtdmk,GRP_53
need log into skype for business,cannot access skype for business with login credentials ,jslqdgka clfrodny,GRP_0
erp crm  instatnt timeout,user  issue user session instantly kirtyled  timeout error per attached screen ,fywphaxc jacdqbks,GRP_15
access vpn,added user the employee group ryafbthn will uacyltoe hxgaycze and call if has any issues ,yalntgcz vaqjknsw,GRP_34
passw rter wothyehre,   hallo bitte r wothyehre die passw rter r windows und erp freimachen danke mit freundlichen en best ,dgwrmsja jzlpwuit,GRP_0
computer doesn work,computer starts but keybankrd and mouse don work impossible login cables and connections keybankrd and mouse lights ,fegahzqx bkeqfvpl,GRP_62
bobj explorer info spaces load issue email sent basis and dac team ,hi team basis team dac please investigate the bobj explorer services are and running is showing blank screen the moment have indexed all the information spaces but did not help please assist an earliest will create ticket few minutes and update here ,sholvcmf bjtpomrl,GRP_14
